# Simulated NCR wholesale prices (PHP/kg) for the last 90 days.
# market,commodity,price_php_per_kg,demand,date
Baguio Public,Cabbage (Scorpio),48,Stable,2026-05-28
Davao Bankerohan,Cabbage (Scorpio),49,Stable,2026-05-28
Iloilo Terminal,Cabbage (Scorpio),50,Stable,2026-05-28
Balintawak,Carrots,84,Stable,2026-05-28
Divisoria,Carrots,86,Stable,2026-05-28
Mega Q-Mart,Carrots,94,Dipping,2026-05-28
Muntinlupa,Carrots,97,Dipping,2026-05-28
Cebu Carbon,Carrots,106,Rising,2026-05-28
Baguio Public,Carrots,99,Stable,2026-05-28
Davao Bankerohan,Carrots,106,Stable,2026-05-28
Iloilo Terminal,Carrots,96,Dipping,2026-05-28
Balintawak,Broccoli,155,Surging,2026-05-28
Divisoria,Broccoli,127,Dipping,2026-05-28
Mega Q-Mart,Broccoli,157,Stable,2026-05-28
Muntinlupa,Broccoli,177,Rising,2026-05-28
Cebu Carbon,Broccoli,182,Surging,2026-05-28
Baguio Public,Broccoli,166,Stable,2026-05-28
Davao Bankerohan,Broccoli,153,Dipping,2026-05-28
Iloilo Terminal,Broccoli,168,Rising,2026-05-28
Balintawak,Tomato,70,Rising,2026-05-28
Divisoria,Tomato,68,Stable,2026-05-28
Mega Q-Mart,Tomato,93,Surging,2026-05-28
Muntinlupa,Tomato,74,Dipping,2026-05-28
Cebu Carbon,Tomato,87,Rising,2026-05-28
Baguio Public,Tomato,90,Surging,2026-05-28
Davao Bankerohan,Tomato,75,Dipping,2026-05-28
Iloilo Terminal,Tomato,84,Rising,2026-05-28
Balintawak,White Potato,85,Surging,2026-05-28
Divisoria,White Potato,85,Surging,2026-05-28
Mega Q-Mart,White Potato,96,Rising,2026-05-28
Muntinlupa,White Potato,98,Rising,2026-05-28
Cebu Carbon,White Potato,90,Stable,2026-05-28
Baguio Public,White Potato,103,Surging,2026-05-28
Davao Bankerohan,White Potato,99,Rising,2026-05-28
Iloilo Terminal,White Potato,107,Surging,2026-05-28
Balintawak,Bell Pepper (Green),141,Dipping,2026-05-28
Divisoria,Bell Pepper (Green),150,Stable,2026-05-28
Mega Q-Mart,Bell Pepper (Green),192,Rising,2026-05-28
Muntinlupa,Bell Pepper (Green),182,Stable,2026-05-28
Cebu Carbon,Bell Pepper (Green),214,Surging,2026-05-28
Baguio Public,Bell Pepper (Green),211,Surging,2026-05-28
Davao Bankerohan,Bell Pepper (Green),205,Surging,2026-05-28
Iloilo Terminal,Bell Pepper (Green),175,Dipping,2026-05-28
Balintawak,Cauliflower,133,Rising,2026-05-28
Divisoria,Cauliflower,136,Surging,2026-05-28
Mega Q-Mart,Cauliflower,171,Surging,2026-05-28
Muntinlupa,Cauliflower,148,Stable,2026-05-28
Cebu Carbon,Cauliflower,153,Stable,2026-05-28
Baguio Public,Cauliflower,152,Stable,2026-05-28
Davao Bankerohan,Cauliflower,176,Surging,2026-05-28
Iloilo Terminal,Cauliflower,151,Stable,2026-05-28
Balintawak,Lettuce (Romaine),112,Surging,2026-05-28
Divisoria,Lettuce (Romaine),93,Dipping,2026-05-28
Mega Q-Mart,Lettuce (Romaine),113,Dipping,2026-05-28
Muntinlupa,Lettuce (Romaine),119,Stable,2026-05-28
Cebu Carbon,Lettuce (Romaine),116,Stable,2026-05-28
Baguio Public,Lettuce (Romaine),109,Dipping,2026-05-28
Davao Bankerohan,Lettuce (Romaine),132,Surging,2026-05-28
Iloilo Terminal,Lettuce (Romaine),112,Dipping,2026-05-28
Balintawak,Mango (Carabao),103,Stable,2026-05-28
Divisoria,Mango (Carabao),104,Stable,2026-05-28
Mega Q-Mart,Mango (Carabao),120,Dipping,2026-05-28
Muntinlupa,Mango (Carabao),142,Rising,2026-05-28
Cebu Carbon,Mango (Carabao),145,Surging,2026-05-28
Baguio Public,Mango (Carabao),124,Dipping,2026-05-28
Davao Bankerohan,Mango (Carabao),136,Rising,2026-05-28
Iloilo Terminal,Mango (Carabao),149,Surging,2026-05-28
Balintawak,Rice (Well Milled),48,Rising,2026-05-28
Divisoria,Rice (Well Milled),42,Dipping,2026-05-28
Mega Q-Mart,Rice (Well Milled),57,Stable,2026-05-28
Muntinlupa,Rice (Well Milled),62,Surging,2026-05-28
Cebu Carbon,Rice (Well Milled),57,Stable,2026-05-28
Baguio Public,Rice (Well Milled),53,Dipping,2026-05-28
Davao Bankerohan,Rice (Well Milled),54,Stable,2026-05-28
Iloilo Terminal,Rice (Well Milled),61,Rising,2026-05-28
Balintawak,Eggplant,51,Stable,2026-05-28
Divisoria,Eggplant,56,Rising,2026-05-28
Mega Q-Mart,Eggplant,70,Rising,2026-05-28
Muntinlupa,Eggplant,74,Surging,2026-05-28
Cebu Carbon,Eggplant,72,Surging,2026-05-28
Baguio Public,Eggplant,65,Stable,2026-05-28
Davao Bankerohan,Eggplant,60,Dipping,2026-05-28
Iloilo Terminal,Eggplant,62,Dipping,2026-05-28
Balintawak,Squash,33,Dipping,2026-05-28
Divisoria,Squash,40,Surging,2026-05-28
Mega Q-Mart,Squash,49,Surging,2026-05-28
Muntinlupa,Squash,50,Surging,2026-05-28
Cebu Carbon,Squash,44,Stable,2026-05-28
Baguio Public,Squash,49,Surging,2026-05-28
Davao Bankerohan,Squash,49,Surging,2026-05-28
Iloilo Terminal,Squash,48,Surging,2026-05-28
Balintawak,Ampalaya,72,Rising,2026-05-28
Divisoria,Ampalaya,66,Stable,2026-05-28
Mega Q-Mart,Ampalaya,83,Stable,2026-05-28
Muntinlupa,Ampalaya,85,Rising,2026-05-28
Cebu Carbon,Ampalaya,84,Rising,2026-05-28
Baguio Public,Ampalaya,82,Stable,2026-05-28
Davao Bankerohan,Ampalaya,77,Dipping,2026-05-28
Iloilo Terminal,Ampalaya,77,Dipping,2026-05-28
Balintawak,Pechay Baguio,47,Stable,2026-05-27
Divisoria,Pechay Baguio,55,Surging,2026-05-27
Mega Q-Mart,Pechay Baguio,56,Dipping,2026-05-27
Muntinlupa,Pechay Baguio,67,Surging,2026-05-27
Cebu Carbon,Pechay Baguio,66,Surging,2026-05-27
Baguio Public,Pechay Baguio,59,Stable,2026-05-27
Davao Bankerohan,Pechay Baguio,57,Stable,2026-05-27
Iloilo Terminal,Pechay Baguio,61,Stable,2026-05-27
Balintawak,Cabbage (Scorpio),42,Rising,2026-05-27
Divisoria,Cabbage (Scorpio),41,Rising,2026-05-27
Mega Q-Mart,Cabbage (Scorpio),49,Stable,2026-05-27
Muntinlupa,Cabbage (Scorpio),54,Surging,2026-05-27
Cebu Carbon,Cabbage (Scorpio),44,Dipping,2026-05-27
Baguio Public,Cabbage (Scorpio),53,Rising,2026-05-27
Davao Bankerohan,Cabbage (Scorpio),46,Dipping,2026-05-27
Iloilo Terminal,Cabbage (Scorpio),46,Dipping,2026-05-27
Balintawak,Carrots,81,Stable,2026-05-27
Divisoria,Carrots,88,Rising,2026-05-27
Mega Q-Mart,Carrots,95,Dipping,2026-05-27
Muntinlupa,Carrots,95,Dipping,2026-05-27
Cebu Carbon,Carrots,116,Surging,2026-05-27
Baguio Public,Carrots,109,Rising,2026-05-27
Davao Bankerohan,Carrots,119,Surging,2026-05-27
Iloilo Terminal,Carrots,119,Surging,2026-05-27
Balintawak,Broccoli,145,Rising,2026-05-27
Divisoria,Broccoli,154,Surging,2026-05-27
Mega Q-Mart,Broccoli,173,Rising,2026-05-27
Muntinlupa,Broccoli,170,Rising,2026-05-27
Cebu Carbon,Broccoli,165,Stable,2026-05-27
Baguio Public,Broccoli,173,Rising,2026-05-27
Davao Bankerohan,Broccoli,175,Rising,2026-05-27
Iloilo Terminal,Broccoli,180,Surging,2026-05-27
Balintawak,Tomato,76,Surging,2026-05-27
Divisoria,Tomato,61,Dipping,2026-05-27
Mega Q-Mart,Tomato,93,Surging,2026-05-27
Muntinlupa,Tomato,90,Surging,2026-05-27
Cebu Carbon,Tomato,75,Dipping,2026-05-27
Baguio Public,Tomato,75,Dipping,2026-05-27
Davao Bankerohan,Tomato,81,Stable,2026-05-27
Iloilo Terminal,Tomato,74,Dipping,2026-05-27
Balintawak,White Potato,75,Stable,2026-05-27
Divisoria,White Potato,72,Stable,2026-05-27
Mega Q-Mart,White Potato,103,Surging,2026-05-27
Muntinlupa,White Potato,88,Stable,2026-05-27
Cebu Carbon,White Potato,99,Rising,2026-05-27
Baguio Public,White Potato,88,Stable,2026-05-27
Davao Bankerohan,White Potato,105,Surging,2026-05-27
Iloilo Terminal,White Potato,93,Stable,2026-05-27
Balintawak,Bell Pepper (Green),159,Rising,2026-05-27
Divisoria,Bell Pepper (Green),174,Surging,2026-05-27
Mega Q-Mart,Bell Pepper (Green),201,Rising,2026-05-27
Muntinlupa,Bell Pepper (Green),188,Stable,2026-05-27
Cebu Carbon,Bell Pepper (Green),202,Surging,2026-05-27
Baguio Public,Bell Pepper (Green),202,Surging,2026-05-27
Davao Bankerohan,Bell Pepper (Green),188,Stable,2026-05-27
Iloilo Terminal,Bell Pepper (Green),198,Rising,2026-05-27
Balintawak,Cauliflower,138,Surging,2026-05-27
Divisoria,Cauliflower,113,Dipping,2026-05-27
Mega Q-Mart,Cauliflower,153,Stable,2026-05-27
Muntinlupa,Cauliflower,139,Dipping,2026-05-27
Cebu Carbon,Cauliflower,146,Dipping,2026-05-27
Baguio Public,Cauliflower,146,Dipping,2026-05-27
Davao Bankerohan,Cauliflower,166,Surging,2026-05-27
Iloilo Terminal,Cauliflower,156,Stable,2026-05-27
Balintawak,Lettuce (Romaine),89,Dipping,2026-05-27
Divisoria,Lettuce (Romaine),90,Dipping,2026-05-27
Mega Q-Mart,Lettuce (Romaine),114,Dipping,2026-05-27
Muntinlupa,Lettuce (Romaine),132,Surging,2026-05-27
Cebu Carbon,Lettuce (Romaine),138,Surging,2026-05-27
Baguio Public,Lettuce (Romaine),131,Surging,2026-05-27
Davao Bankerohan,Lettuce (Romaine),114,Dipping,2026-05-27
Iloilo Terminal,Lettuce (Romaine),128,Rising,2026-05-27
Balintawak,Mango (Carabao),112,Rising,2026-05-27
Divisoria,Mango (Carabao),101,Dipping,2026-05-27
Mega Q-Mart,Mango (Carabao),132,Stable,2026-05-27
Muntinlupa,Mango (Carabao),144,Surging,2026-05-27
Cebu Carbon,Mango (Carabao),127,Stable,2026-05-27
Baguio Public,Mango (Carabao),128,Stable,2026-05-27
Davao Bankerohan,Mango (Carabao),119,Dipping,2026-05-27
Iloilo Terminal,Mango (Carabao),141,Rising,2026-05-27
Balintawak,Rice (Well Milled),43,Dipping,2026-05-27
Divisoria,Rice (Well Milled),51,Surging,2026-05-27
Mega Q-Mart,Rice (Well Milled),54,Stable,2026-05-27
Muntinlupa,Rice (Well Milled),54,Stable,2026-05-27
Cebu Carbon,Rice (Well Milled),59,Rising,2026-05-27
Baguio Public,Rice (Well Milled),57,Stable,2026-05-27
Davao Bankerohan,Rice (Well Milled),63,Surging,2026-05-27
Iloilo Terminal,Rice (Well Milled),64,Surging,2026-05-27
Balintawak,Eggplant,55,Rising,2026-05-27
Divisoria,Eggplant,54,Stable,2026-05-27
Mega Q-Mart,Eggplant,60,Dipping,2026-05-27
Muntinlupa,Eggplant,66,Stable,2026-05-27
Cebu Carbon,Eggplant,73,Surging,2026-05-27
Baguio Public,Eggplant,67,Stable,2026-05-27
Davao Bankerohan,Eggplant,73,Surging,2026-05-27
Iloilo Terminal,Eggplant,62,Dipping,2026-05-27
Balintawak,Squash,41,Surging,2026-05-27
Divisoria,Squash,39,Surging,2026-05-27
Mega Q-Mart,Squash,49,Surging,2026-05-27
Muntinlupa,Squash,43,Stable,2026-05-27
Cebu Carbon,Squash,40,Dipping,2026-05-27
Baguio Public,Squash,42,Stable,2026-05-27
Davao Bankerohan,Squash,48,Surging,2026-05-27
Iloilo Terminal,Squash,41,Dipping,2026-05-27
Balintawak,Ampalaya,69,Rising,2026-05-27
Divisoria,Ampalaya,63,Dipping,2026-05-27
Mega Q-Mart,Ampalaya,90,Surging,2026-05-27
Muntinlupa,Ampalaya,83,Stable,2026-05-27
Cebu Carbon,Ampalaya,74,Dipping,2026-05-27
Baguio Public,Ampalaya,77,Dipping,2026-05-27
Davao Bankerohan,Ampalaya,91,Surging,2026-05-27
Iloilo Terminal,Ampalaya,91,Surging,2026-05-27
Balintawak,Pechay Baguio,46,Dipping,2026-05-26
Divisoria,Pechay Baguio,44,Dipping,2026-05-26
Mega Q-Mart,Pechay Baguio,64,Rising,2026-05-26
Muntinlupa,Pechay Baguio,54,Dipping,2026-05-26
Cebu Carbon,Pechay Baguio,60,Stable,2026-05-26
Baguio Public,Pechay Baguio,56,Dipping,2026-05-26
Davao Bankerohan,Pechay Baguio,57,Dipping,2026-05-26
Iloilo Terminal,Pechay Baguio,62,Rising,2026-05-26
Balintawak,Cabbage (Scorpio),40,Stable,2026-05-26
Divisoria,Cabbage (Scorpio),44,Surging,2026-05-26
Mega Q-Mart,Cabbage (Scorpio),48,Stable,2026-05-26
Muntinlupa,Cabbage (Scorpio),53,Surging,2026-05-26
Cebu Carbon,Cabbage (Scorpio),52,Rising,2026-05-26
Baguio Public,Cabbage (Scorpio),55,Surging,2026-05-26
Davao Bankerohan,Cabbage (Scorpio),51,Rising,2026-05-26
Iloilo Terminal,Cabbage (Scorpio),52,Rising,2026-05-26
Balintawak,Carrots,96,Surging,2026-05-26
Divisoria,Carrots,93,Surging,2026-05-26
Mega Q-Mart,Carrots,109,Rising,2026-05-26
Muntinlupa,Carrots,100,Stable,2026-05-26
Cebu Carbon,Carrots,116,Surging,2026-05-26
Baguio Public,Carrots,113,Surging,2026-05-26
Davao Bankerohan,Carrots,108,Rising,2026-05-26
Iloilo Terminal,Carrots,103,Stable,2026-05-26
Balintawak,Broccoli,121,Dipping,2026-05-26
Divisoria,Broccoli,121,Dipping,2026-05-26
Mega Q-Mart,Broccoli,171,Rising,2026-05-26
Muntinlupa,Broccoli,166,Stable,2026-05-26
Cebu Carbon,Broccoli,158,Stable,2026-05-26
Baguio Public,Broccoli,164,Stable,2026-05-26
Davao Bankerohan,Broccoli,188,Surging,2026-05-26
Iloilo Terminal,Broccoli,179,Surging,2026-05-26
Balintawak,Tomato,73,Surging,2026-05-26
Divisoria,Tomato,76,Surging,2026-05-26
Mega Q-Mart,Tomato,94,Surging,2026-05-26
Muntinlupa,Tomato,88,Rising,2026-05-26
Cebu Carbon,Tomato,91,Surging,2026-05-26
Baguio Public,Tomato,74,Dipping,2026-05-26
Davao Bankerohan,Tomato,82,Stable,2026-05-26
Iloilo Terminal,Tomato,94,Surging,2026-05-26
Balintawak,White Potato,78,Stable,2026-05-26
Divisoria,White Potato,73,Stable,2026-05-26
Mega Q-Mart,White Potato,104,Surging,2026-05-26
Muntinlupa,White Potato,98,Rising,2026-05-26
Cebu Carbon,White Potato,104,Surging,2026-05-26
Baguio Public,White Potato,106,Surging,2026-05-26
Davao Bankerohan,White Potato,90,Stable,2026-05-26
Iloilo Terminal,White Potato,94,Stable,2026-05-26
Balintawak,Bell Pepper (Green),164,Rising,2026-05-26
Divisoria,Bell Pepper (Green),161,Rising,2026-05-26
Mega Q-Mart,Bell Pepper (Green),197,Rising,2026-05-26
Muntinlupa,Bell Pepper (Green),182,Stable,2026-05-26
Cebu Carbon,Bell Pepper (Green),182,Stable,2026-05-26
Baguio Public,Bell Pepper (Green),169,Dipping,2026-05-26
Davao Bankerohan,Bell Pepper (Green),171,Dipping,2026-05-26
Iloilo Terminal,Bell Pepper (Green),168,Dipping,2026-05-26
Balintawak,Cauliflower,124,Stable,2026-05-26
Divisoria,Cauliflower,137,Surging,2026-05-26
Mega Q-Mart,Cauliflower,143,Dipping,2026-05-26
Muntinlupa,Cauliflower,154,Stable,2026-05-26
Cebu Carbon,Cauliflower,142,Dipping,2026-05-26
Baguio Public,Cauliflower,143,Dipping,2026-05-26
Davao Bankerohan,Cauliflower,141,Dipping,2026-05-26
Iloilo Terminal,Cauliflower,139,Dipping,2026-05-26
Balintawak,Lettuce (Romaine),89,Dipping,2026-05-26
Divisoria,Lettuce (Romaine),108,Surging,2026-05-26
Mega Q-Mart,Lettuce (Romaine),115,Stable,2026-05-26
Muntinlupa,Lettuce (Romaine),124,Rising,2026-05-26
Cebu Carbon,Lettuce (Romaine),131,Surging,2026-05-26
Baguio Public,Lettuce (Romaine),119,Stable,2026-05-26
Davao Bankerohan,Lettuce (Romaine),137,Surging,2026-05-26
Iloilo Terminal,Lettuce (Romaine),122,Stable,2026-05-26
Balintawak,Mango (Carabao),111,Rising,2026-05-26
Divisoria,Mango (Carabao),106,Stable,2026-05-26
Mega Q-Mart,Mango (Carabao),131,Stable,2026-05-26
Muntinlupa,Mango (Carabao),127,Stable,2026-05-26
Cebu Carbon,Mango (Carabao),126,Stable,2026-05-26
Baguio Public,Mango (Carabao),147,Surging,2026-05-26
Davao Bankerohan,Mango (Carabao),129,Stable,2026-05-26
Iloilo Terminal,Mango (Carabao),122,Dipping,2026-05-26
Balintawak,Rice (Well Milled),46,Stable,2026-05-26
Divisoria,Rice (Well Milled),48,Rising,2026-05-26
Mega Q-Mart,Rice (Well Milled),55,Stable,2026-05-26
Muntinlupa,Rice (Well Milled),65,Surging,2026-05-26
Cebu Carbon,Rice (Well Milled),55,Stable,2026-05-26
Baguio Public,Rice (Well Milled),63,Surging,2026-05-26
Davao Bankerohan,Rice (Well Milled),55,Stable,2026-05-26
Iloilo Terminal,Rice (Well Milled),60,Rising,2026-05-26
Balintawak,Eggplant,58,Surging,2026-05-26
Divisoria,Eggplant,51,Stable,2026-05-26
Mega Q-Mart,Eggplant,66,Stable,2026-05-26
Muntinlupa,Eggplant,73,Surging,2026-05-26
Cebu Carbon,Eggplant,69,Rising,2026-05-26
Baguio Public,Eggplant,69,Rising,2026-05-26
Davao Bankerohan,Eggplant,64,Stable,2026-05-26
Iloilo Terminal,Eggplant,71,Surging,2026-05-26
Balintawak,Squash,41,Surging,2026-05-26
Divisoria,Squash,35,Stable,2026-05-26
Mega Q-Mart,Squash,49,Surging,2026-05-26
Muntinlupa,Squash,40,Dipping,2026-05-26
Cebu Carbon,Squash,45,Rising,2026-05-26
Baguio Public,Squash,41,Dipping,2026-05-26
Davao Bankerohan,Squash,42,Stable,2026-05-26
Iloilo Terminal,Squash,42,Stable,2026-05-26
Balintawak,Ampalaya,65,Stable,2026-05-26
Divisoria,Ampalaya,64,Stable,2026-05-26
Mega Q-Mart,Ampalaya,87,Rising,2026-05-26
Muntinlupa,Ampalaya,93,Surging,2026-05-26
Cebu Carbon,Ampalaya,81,Stable,2026-05-26
Baguio Public,Ampalaya,76,Dipping,2026-05-26
Davao Bankerohan,Ampalaya,81,Stable,2026-05-26
Iloilo Terminal,Ampalaya,84,Rising,2026-05-26
Balintawak,Pechay Baguio,50,Rising,2026-05-25
Divisoria,Pechay Baguio,54,Surging,2026-05-25
Mega Q-Mart,Pechay Baguio,58,Stable,2026-05-25
Muntinlupa,Pechay Baguio,66,Surging,2026-05-25
Cebu Carbon,Pechay Baguio,57,Stable,2026-05-25
Baguio Public,Pechay Baguio,59,Stable,2026-05-25
Davao Bankerohan,Pechay Baguio,58,Stable,2026-05-25
Iloilo Terminal,Pechay Baguio,65,Surging,2026-05-25
Balintawak,Cabbage (Scorpio),38,Dipping,2026-05-25
Divisoria,Cabbage (Scorpio),39,Stable,2026-05-25
Mega Q-Mart,Cabbage (Scorpio),51,Rising,2026-05-25
Muntinlupa,Cabbage (Scorpio),48,Stable,2026-05-25
Cebu Carbon,Cabbage (Scorpio),51,Rising,2026-05-25
Baguio Public,Cabbage (Scorpio),46,Dipping,2026-05-25
Davao Bankerohan,Cabbage (Scorpio),46,Dipping,2026-05-25
Iloilo Terminal,Cabbage (Scorpio),55,Surging,2026-05-25
Balintawak,Carrots,93,Surging,2026-05-25
Divisoria,Carrots,77,Dipping,2026-05-25
Mega Q-Mart,Carrots,100,Stable,2026-05-25
Muntinlupa,Carrots,113,Surging,2026-05-25
Cebu Carbon,Carrots,99,Dipping,2026-05-25
Baguio Public,Carrots,99,Dipping,2026-05-25
Davao Bankerohan,Carrots,105,Stable,2026-05-25
Iloilo Terminal,Carrots,108,Rising,2026-05-25
Balintawak,Broccoli,150,Surging,2026-05-25
Divisoria,Broccoli,122,Dipping,2026-05-25
Mega Q-Mart,Broccoli,183,Surging,2026-05-25
Muntinlupa,Broccoli,174,Rising,2026-05-25
Cebu Carbon,Broccoli,159,Stable,2026-05-25
Baguio Public,Broccoli,157,Stable,2026-05-25
Davao Bankerohan,Broccoli,170,Rising,2026-05-25
Iloilo Terminal,Broccoli,167,Stable,2026-05-25
Balintawak,Tomato,72,Rising,2026-05-25
Divisoria,Tomato,72,Rising,2026-05-25
Mega Q-Mart,Tomato,76,Dipping,2026-05-25
Muntinlupa,Tomato,94,Surging,2026-05-25
Cebu Carbon,Tomato,87,Rising,2026-05-25
Baguio Public,Tomato,83,Stable,2026-05-25
Davao Bankerohan,Tomato,86,Rising,2026-05-25
Iloilo Terminal,Tomato,83,Stable,2026-05-25
Balintawak,White Potato,87,Surging,2026-05-25
Divisoria,White Potato,82,Rising,2026-05-25
Mega Q-Mart,White Potato,97,Rising,2026-05-25
Muntinlupa,White Potato,91,Stable,2026-05-25
Cebu Carbon,White Potato,91,Stable,2026-05-25
Baguio Public,White Potato,89,Stable,2026-05-25
Davao Bankerohan,White Potato,89,Stable,2026-05-25
Iloilo Terminal,White Potato,101,Surging,2026-05-25
Balintawak,Bell Pepper (Green),157,Rising,2026-05-25
Divisoria,Bell Pepper (Green),156,Rising,2026-05-25
Mega Q-Mart,Bell Pepper (Green),195,Rising,2026-05-25
Muntinlupa,Bell Pepper (Green),184,Stable,2026-05-25
Cebu Carbon,Bell Pepper (Green),205,Surging,2026-05-25
Baguio Public,Bell Pepper (Green),183,Stable,2026-05-25
Davao Bankerohan,Bell Pepper (Green),196,Rising,2026-05-25
Iloilo Terminal,Bell Pepper (Green),204,Surging,2026-05-25
Balintawak,Cauliflower,141,Surging,2026-05-25
Divisoria,Cauliflower,143,Surging,2026-05-25
Mega Q-Mart,Cauliflower,139,Dipping,2026-05-25
Muntinlupa,Cauliflower,170,Surging,2026-05-25
Cebu Carbon,Cauliflower,166,Surging,2026-05-25
Baguio Public,Cauliflower,171,Surging,2026-05-25
Davao Bankerohan,Cauliflower,157,Rising,2026-05-25
Iloilo Terminal,Cauliflower,156,Stable,2026-05-25
Balintawak,Lettuce (Romaine),95,Stable,2026-05-25
Divisoria,Lettuce (Romaine),102,Rising,2026-05-25
Mega Q-Mart,Lettuce (Romaine),129,Rising,2026-05-25
Muntinlupa,Lettuce (Romaine),138,Surging,2026-05-25
Cebu Carbon,Lettuce (Romaine),120,Stable,2026-05-25
Baguio Public,Lettuce (Romaine),121,Stable,2026-05-25
Davao Bankerohan,Lettuce (Romaine),130,Surging,2026-05-25
Iloilo Terminal,Lettuce (Romaine),137,Surging,2026-05-25
Balintawak,Mango (Carabao),119,Surging,2026-05-25
Divisoria,Mango (Carabao),103,Stable,2026-05-25
Mega Q-Mart,Mango (Carabao),136,Rising,2026-05-25
Muntinlupa,Mango (Carabao),131,Stable,2026-05-25
Cebu Carbon,Mango (Carabao),119,Dipping,2026-05-25
Baguio Public,Mango (Carabao),126,Stable,2026-05-25
Davao Bankerohan,Mango (Carabao),134,Rising,2026-05-25
Iloilo Terminal,Mango (Carabao),143,Surging,2026-05-25
Balintawak,Rice (Well Milled),44,Stable,2026-05-25
Divisoria,Rice (Well Milled),49,Rising,2026-05-25
Mega Q-Mart,Rice (Well Milled),62,Surging,2026-05-25
Muntinlupa,Rice (Well Milled),56,Stable,2026-05-25
Cebu Carbon,Rice (Well Milled),61,Surging,2026-05-25
Baguio Public,Rice (Well Milled),53,Dipping,2026-05-25
Davao Bankerohan,Rice (Well Milled),56,Stable,2026-05-25
Iloilo Terminal,Rice (Well Milled),51,Dipping,2026-05-25
Balintawak,Eggplant,61,Surging,2026-05-25
Divisoria,Eggplant,56,Rising,2026-05-25
Mega Q-Mart,Eggplant,74,Surging,2026-05-25
Muntinlupa,Eggplant,61,Dipping,2026-05-25
Cebu Carbon,Eggplant,70,Rising,2026-05-25
Baguio Public,Eggplant,66,Stable,2026-05-25
Davao Bankerohan,Eggplant,66,Stable,2026-05-25
Iloilo Terminal,Eggplant,68,Rising,2026-05-25
Balintawak,Squash,34,Stable,2026-05-25
Divisoria,Squash,32,Dipping,2026-05-25
Mega Q-Mart,Squash,50,Surging,2026-05-25
Muntinlupa,Squash,41,Stable,2026-05-25
Cebu Carbon,Squash,43,Stable,2026-05-25
Baguio Public,Squash,40,Dipping,2026-05-25
Davao Bankerohan,Squash,50,Surging,2026-05-25
Iloilo Terminal,Squash,46,Rising,2026-05-25
Balintawak,Ampalaya,62,Dipping,2026-05-25
Divisoria,Ampalaya,65,Stable,2026-05-25
Mega Q-Mart,Ampalaya,91,Surging,2026-05-25
Muntinlupa,Ampalaya,88,Rising,2026-05-25
Cebu Carbon,Ampalaya,92,Surging,2026-05-25
Baguio Public,Ampalaya,80,Stable,2026-05-25
Davao Bankerohan,Ampalaya,93,Surging,2026-05-25
Iloilo Terminal,Ampalaya,92,Surging,2026-05-25
Balintawak,Pechay Baguio,51,Rising,2026-05-24
Divisoria,Pechay Baguio,54,Surging,2026-05-24
Mega Q-Mart,Pechay Baguio,56,Dipping,2026-05-24
Muntinlupa,Pechay Baguio,68,Surging,2026-05-24
Cebu Carbon,Pechay Baguio,60,Stable,2026-05-24
Baguio Public,Pechay Baguio,65,Surging,2026-05-24
Davao Bankerohan,Pechay Baguio,69,Surging,2026-05-24
Iloilo Terminal,Pechay Baguio,68,Surging,2026-05-24
Balintawak,Cabbage (Scorpio),45,Surging,2026-05-24
Divisoria,Cabbage (Scorpio),44,Surging,2026-05-24
Mega Q-Mart,Cabbage (Scorpio),50,Stable,2026-05-24
Muntinlupa,Cabbage (Scorpio),45,Dipping,2026-05-24
Cebu Carbon,Cabbage (Scorpio),55,Surging,2026-05-24
Baguio Public,Cabbage (Scorpio),50,Stable,2026-05-24
Davao Bankerohan,Cabbage (Scorpio),50,Rising,2026-05-24
Iloilo Terminal,Cabbage (Scorpio),49,Stable,2026-05-24
Balintawak,Carrots,85,Stable,2026-05-24
Divisoria,Carrots,78,Dipping,2026-05-24
Mega Q-Mart,Carrots,120,Surging,2026-05-24
Muntinlupa,Carrots,118,Surging,2026-05-24
Cebu Carbon,Carrots,117,Surging,2026-05-24
Baguio Public,Carrots,97,Dipping,2026-05-24
Davao Bankerohan,Carrots,102,Stable,2026-05-24
Iloilo Terminal,Carrots,119,Surging,2026-05-24
Balintawak,Broccoli,136,Stable,2026-05-24
Divisoria,Broccoli,122,Dipping,2026-05-24
Mega Q-Mart,Broccoli,157,Stable,2026-05-24
Muntinlupa,Broccoli,184,Surging,2026-05-24
Cebu Carbon,Broccoli,168,Rising,2026-05-24
Baguio Public,Broccoli,177,Rising,2026-05-24
Davao Bankerohan,Broccoli,176,Rising,2026-05-24
Iloilo Terminal,Broccoli,164,Stable,2026-05-24
Balintawak,Tomato,75,Surging,2026-05-24
Divisoria,Tomato,74,Surging,2026-05-24
Mega Q-Mart,Tomato,76,Dipping,2026-05-24
Muntinlupa,Tomato,75,Dipping,2026-05-24
